Ticker,Name,City,State,Industry,Sector,FullTimeEmployees,AuditRisk,BoardRisk,OverallRisk,PreviousClose,Open,DividendRate,PayoutRatio,Beta,TrailingPE,ForwardPE,Volume,AverageVolume,MarketCap,PriceToSalesTrailing12Months,TwoHundredDayAverage,EnterpriseValue,ProfitMargins,FloatShares,SharesOutstanding,SharesShort,HeldPercentInstitutions,ShortRatio,ShortPercentOfFloat,BookValue,PriceToBook,EarningsQuarterlyGrowth,NetIncomeToCommon,TrailingEps,ForwardEps,PegRatio,EnterpriseToRevenue,EnterpriseToEbitda,52WeekChange,CurrentPrice,TargetMeanPrice,TargetMedianPrice,RecommendationMean,RecommendationKey,NumberOfAnalystOpinions,TotalCash,TotalCashPerShare,Ebitda,TotalDebt,QuickRatio,CurrentRatio,TotalRevenue,DebtToEquity,RevenuePerShare,ReturnOnAssets,ReturnOnEquity,FreeCashflow,OperatingCashflow,EarningsGrowth,RevenueGrowth,GrossMargins,EbitdaMargins,OperatingMargins
RTX,RTX Corporation,Arlington,VA,Aerospace & Defense,Industrials,185000,7,7,5,105.07,105.19,2.52,0.92910004,0.556,41.415688,17.398682,13311891,6853974,1.40E+11,1.977293,89.3064,1.81E+11,0.048979998,1208756950,1329510016,33244746,0.84053004,4.96,0.025,45.498,2.3212008,0.198,3478000128,2.55,6.07,1.71,2.545,19.334,0.09383738,105.61,104.23,105,2.7,hold,22,5607000064,4.218,9345999872,44253999104,0.644,1.067,71011000320,71.22,50.984,0.01985,0.05335,7006000128,9088000000,0.32,0.121,0.17013,0.13161,0.09536
O,Realty Income Corporation,San Diego,CA,REIT - Retail,Real Estate,418,4,3,4,53.01,53.01,3.16,2.8435001,0.95,49.212963,33.63924,16277798,5635004,46281641984,10.528248,53.32865,72079794176,0.17733999,869085134,870774016,14167260,0.79346,2.35,0.0187,44.773,1.1870995,-0.412,776988992,1.08,1.58,1.74,16.397,18.445,-0.11342788,53.15,60.04,59,2.5,buy,14,680158976,0.781,3907810048,25978443776,1.982,2.239,4395949056,66.072,5.973,0.019709999,0.022839999,2056114176,3006208000,-0.543,0.333,0.92335,0.88896006,0.43497002
REG,Regency Centers Corporation,Jacksonville,FL,REIT - Retail,Real Estate,492,3,6,1,61.67,61.78,2.68,1.2878,1.198,30.312195,29.732058,1738620,1104982,11550521344,8.158496,61.3014,16258355200,0.26632,182781747,184779008,2490418,0.98449,2.14,0.0183,36.863,1.6857011,0.128,368580000,2.05,2.09,-5.69,11.484,18.826,0.044545293,62.14,68.94,69,1.9,buy,17,241411008,1.31,863614016,4662415872,0.614,0.785,1415766016,64.954,7.889,0.027999999,0.05782,539332608,725249984,0.014,0.139,0.70839,0.61,0.37750998
REGN,"Regeneron Pharmaceuticals, Inc.",Tarrytown,NY,Biotechnology,Healthcare,13677,8,10,10,1044.39,1047.71,0,,0.124,31.047762,21.963295,1291712,444301,1.16E+11,8.858047,902.85645,1.06E+11,0.29448998,103383441,108367000,1628214,0.89915,3.4,0.0156,250.149,4.210051,-0.117,3857799936,33.92,47.95,2.39,8.076,23.913,0.34264004,1053.14,1065.64,1073.51,2.1,buy,24,10519499776,97.506,4424500224,2703300096,4.396,5.27,13100099584,10.016,122.574,0.07739,0.15283,3029825024,4738899968,-0.126,-0.005,0.51311,0.33775002,0.24118
RF,Regions Financial Corporation,Birmingham,AL,Banks - Regional,Financial Services,20101,6,5,7,18.91,18.855,0.96,0.4973,1.2,10.232432,8.604546,11028260,6925469,17336604672,2.549126,18.2077,,0.26908,911669244,915827008,34770927,0.8186,4.37,0.0437,16.778,1.1282632,0.228,1731000064,1.85,2.2,-11.31,,,0.092956066,18.93,21.46,22,2.5,buy,23,,,,,,,6800999936,,7.293,0.01184,0.10771,,2508000000,,0.156,,,0.46976003
RSG,"Republic Services, Inc.",Phoenix,AZ,Waste Management,Industrials,41000,3,2,2,191.83,192.32,2.14,0.3684,0.687,33.657898,28.380177,1305927,1169504,60419706880,3.9632213,170.8091,73399795712,0.11813,204526587,314932000,2619740,0.96580005,1.91,0.0128,34.359,5.5836897,0.182,1800899968,5.7,6.76,3.51,4.815,16.291,0.29830146,191.85,205.14,203,2.2,buy,17,91600000,0.291,4505500160,13070799872,0.465,0.526,15245100032,120.796,48.27,0.06057,0.17371,1690087552,3741600000,0.19,0.078,0.41756,0.29554,0.19128999
RMD,ResMed Inc.,San Diego,CA,Medical Instruments & Supplies,Healthcare,,1,8,4,213.27,213.36,1.92,0.2892,0.685,31.666155,23.850521,2734710,1066811,30237870080,6.5961647,176.63914,31145908224,0.20906,145626176,146907008,10206725,0.58236,8.12,0.0793,31.52,6.5301394,0.292,958379008,6.5,8.63,2.12,6.794,21.608,-0.040374815,205.83,214.6,220,2.2,buy,11,259447008,1.766,1441419008,1167444992,1.393,3.042,4584159232,25.215,31.175,0.11911,0.22386,955854144,1198582016,0.291,0.072,0.56511,0.31443,0.31294
RVTY,"Revvity, Inc.",Waltham,MA,Diagnostics & Research,Healthcare,11000,10,3,8,107.5,107.76,0.28,0.19049999,1.08,73.45578,20.845562,844991,926714,13323976704,4.8884096,103.5716,15632201728,0.054899998,114756716,123393000,2932650,0.86882,3.79,0.0315,63.538,1.6994555,-0.954,183354000,1.47,5.18,2.7,5.735,19.802,-0.07480079,107.98,126.48,124.33,2.2,buy,16,1695408000,13.74,789420992,4003634944,1.662,2.226,2725626112,51.024,21.983,0.01598,0.02309,113282248,175372000,-0.954,-0.037,0.55498004,0.28963,0.11246
ROK,"Rockwell Automation, Inc.",Milwaukee,WI,Specialty Industrial Machinery,Industrials,29000,9,3,9,260.52,260.34,5,0.4755,1.372,25.320272,21.453941,2069316,888670,29472055296,3.282076,280.40005,33272600576,0.13191,113671427,114003000,3075395,0.83842003,3.04,0.0307,31.083,8.317086,-0.114,1179200000,10.21,12.05,6.52,3.705,18.203,-0.18714625,258.52,286.08,300,2.7,hold,19,470500000,4.127,1827900032,4092600064,0.656,1.111,8979699712,109.957,78.357,0.0849,0.30245,986587520,1273600000,-0.108,-0.066,0.40078,0.20356001,0.15847
ROL,"Rollins, Inc.",Atlanta,GA,Personal Services,Consumer Cyclical,19000,3,9,9,49.35,49.35,0.6,0.6222,0.658,54.833332,43.672565,2621206,1704682,23911802880,7.558387,42.36065,24638715904,0.13943,292785067,484230016,7060619,0.54640996,3.59,0.0253,2.411,20.468685,0.07,441116992,0.9,1.13,3.85,7.788,34.399,0.18430531,49.35,48.17,49.55,2.2,buy,9,112971000,0.233,716265984,854916992,0.551,0.717,3163611904,73.227,6.485,0.15938,0.35933,518716384,555025984,0.061,0.137,0.52314,0.22641,0.17695
ROP,"Roper Technologies, Inc.",Sarasota,FL,Software - Application,Technology,16800,8,1,8,559.22,564.88,3,0.21040002,1.011,41.164955,28.229765,1028932,544027,60104695808,9.407823,528.9159,67628036096,0.23214,106473985,107045000,1173526,0.96959996,2,0.011,166.264,3.3770988,0.349,1466099968,13.64,19.89,3.94,10.585,26.099,0.22009993,561.49,609.56,620,2.2,buy,11,198400000,1.853,2591200000,7721999872,0.38,0.49,6388800000,43.388,59.834,0.03995,0.08590999,1980225024,2102899968,0.336,0.144,0.6996,0.40557998,0.28636998
ROST,"Ross Stores, Inc.",Dublin,CA,Apparel Retail,Consumer Cyclical,108000,10,9,7,147.37,148.4,1.47,0.2315,1.083,25.175379,22.65402,4545777,2561380,49851211776,2.4035892,133.1736,50979725312,0.09601,326296302,333921984,5696201,0.90470004,2.31,0.0173,14.818,10.074908,0.315,1991319040,5.93,6.59,2.66,2.458,17.75,0.38732457,149.29,163.76,165,1.8,buy,19,4654316032,13.953,2872156928,5834644992,0.987,1.537,20740321280,117.92,62.192,0.10863,0.43016997,1233181952,2470258944,0.339,0.081,0.32403,0.13848,0.12168
RCL,Royal Caribbean Cruises Ltd.,Miami,FL,Travel Services,Consumer Cyclical,98100,6,8,9,150.21,149.62,0,,2.569,19.275509,11.80625,2066752,2435135,38890577920,2.6380804,120.1111,59812610048,0.14279,241583984,257348992,15802739,0.81594,5.89,0.0896,20.016,7.5499597,,2104999936,7.84,12.8,0.46,4.057,12.322,0.554093,151.12,162.37,165,1.9,buy,18,437000000,1.698,4854000128,21184999424,0.088,0.189,14741999616,397.84,57.474,0.061929997,0.5068,-318876000,4495000064,,0.292,0.47049,0.32926,0.20118
SPGI,S&P Global Inc.,New York,NY,Financial Data & Stock Exchanges,Financial Services,40450,1,4,3,438.71,438.68,3.64,0.4047,1.152,49.23991,27.399874,1367436,1230429,1.37E+11,10.713434,414.81516,1.52E+11,0.21999,312158427,312900000,2216185,0.89567,1.54,0.0071,109.636,4.006166,0.247,2822000128,8.92,16.03,2.28,11.86,25.307,0.13490605,439.22,492.55,500,1.6,buy,19,1543000064,4.931,6012000256,12332000256,0.769,0.924,12828000256,32.241,40.534,0.04968,0.07949,4673249792,4064000000,0.279,0.105,0.6747,0.46866,0.41849998
CRM,"Salesforce, Inc.",San Francisco,CA,Software - Application,Technology,72682,4,7,6,241.8,240.57,1.6,0.0719,1.254,44.07554,22.298454,15928785,7860677,2.37E+11,6.6436267,256.6298,2.33E+11,0.15303999,942139320,969000000,9672121,0.8316,1.9,0.010299999,61.465,3.9869845,6.704,5470000128,5.56,10.99,1.5,6.524,25.341,0.18180943,245.06,296.04,300,2,buy,42,17670000640,18.235,9201999872,13392000000,0.948,1.106,35742998528,22.439,36.792,0.04344,0.093430005,12567499776,11989999616,6.8,0.107,0.76001,0.25745,0.188
SBAC,SBA Communications Corporation,Boca Raton,FL,REIT - Specialty,Real Estate,1787,2,10,7,190.78,191.28,3.92,0.6922,0.647,38.162746,22.710619,1193645,890511,20911632384,7.7625003,214.89505,35140444160,0.20607,106356765,107443000,1896500,0.98120004,1.96,0.021300001,-48.413,,0.527,555137984,5.1,8.57,1,13.044,19.529,-0.13239425,194.63,246.14,245,2,buy,14,240308992,2.237,1799368960,14432543744,0.159,0.185,2693929984,,24.898,0.07235,,957937728,1527677952,0.527,-0.026,0.77380997,0.66793,0.55029
SLB,Schlumberger N.V.,Houston,TX,Oil & Gas Equipment & Services,Energy,111000,6,2,1,45.46,45.67,1.1,0.3417,1.584,15.22,10.975962,26456959,10819133,65263665152,1.9135538,51.9537,75238563840,0.12716,1424292162,1429340032,28101499,0.83434,2.96,0.0197,14.507,3.1474462,0.143,4336999936,3,4.16,0.61,2.206,10.039,-0.035895288,45.66,66.41,66.72,1.7,buy,28,3491000064,2.442,7495000064,12279000064,0.909,1.374,34105999360,56.01,23.913,0.07768,0.21979,2960999936,6633999872,0.138,0.126,0.19973,0.21976,0.16045
STX,Seagate Technology Holdings PLC,Dublin,,Computer Hardware,Technology,33400,7,3,6,102.62,102.61,2.8,0.9859,1.052,,17.958189,3420633,2687109,21645666304,3.4544632,83.0024,26519619584,-0.04309,208909201,209988992,10901226,0.91361,4.02,0.063200004,-8.996,,,-270000000,-1.3,5.74,0.49,4.232,62.843,0.7023947,103.08,99.6,100,2.3,buy,19,797000000,3.795,422000000,5671000064,0.41,0.854,6265999872,,30.053,0.01676,,1077500032,702000000,,-0.11,0.20954001,0.06735,0.08761
SRE,DBA Sempra,San Diego,CA,Utilities - Diversified,Utilities,16835,9,2,7,75.48,76.1,2.48,0.53209996,0.751,16.652655,14.587209,5697203,3106429,47634317312,3.4517622,72.18605,85490302976,0.21058,631991401,632846016,12293126,0.90613,3.67,0.0216,44.65,1.6857781,-0.171,2862000128,4.52,5.16,2.66,6.195,16.403,0.030742884,75.27,84.06,85,2.1,buy,15,628000000,0.992,5212000256,32068999168,0.373,0.622,13799999488,92.522,21.869,0.02152,0.10248999,-3996375040,6088999936,-0.176,-0.445,0.38152,0.37768,0.2544
NOW,"ServiceNow, Inc.",Santa Clara,CA,Software - Application,Technology,22668,5,7,5,734.31,739.94,0,,0.962,79.97118,46.112617,1764477,1319791,1.54E+11,16.237486,693.34,1.51E+11,0.20341998,204423950,205382000,2803803,0.90781,2.12,0.0137,39.473,18.983356,1.313,1928000000,9.37,16.25,2.36,15.908,99.456,0.39288437,749.33,860.88,850,1.8,buy,37,5110000128,24.927,1516000000,2272999936,0.912,1.048,9477999616,28.037,46.332,0.038110003,0.28132,3423749888,3836999936,1.288,0.242,0.78866994,0.15995,0.12755
SHW,Sherwin-Williams Company (The),Cleveland,OH,Specialty Chemicals,Basic Materials,64088,6,8,8,301.35,302.66,2.86,0.2697,1.172,32.15155,23.609718,2312736,1659956,76384174080,3.3244042,295.46896,88572248064,0.105179995,232900950,253548992,3263570,0.7952,1.87,0.0129,13.876,21.710867,0.058,2416600064,9.37,12.76,2.32,3.855,20.782,0.19685352,301.26,343.43,348.92,2.3,buy,23,179900000,0.712,4261900032,12684000256,0.408,0.781,22976800768,362.017,90.335,0.09774,0.72456,2458487552,3374799872,0.071,-0.014,0.47300997,0.18549,0.13614
SPG,"Simon Property Group, Inc.",Indianapolis,IN,REIT - Retail,Real Estate,2500,10,10,10,146.24,146.45,8,0.96819997,1.736,18.619108,22.590418,2540561,1374572,54779015168,9.525829,135.64395,73130909696,0.44569,323104855,325936000,4423546,0.91129994,3.31,0.023599999,9.404,15.542322,0.618,2559664128,7.85,6.47,2.46,12.717,17.49,0.3159269,146.16,160,155,2.3,buy,15,1251105024,3.838,4181314048,26045020160,0.649,0.649,5750577152,692.296,17.61,0.05373,0.79009,1903766144,3875215104,0.627,0.068,0.81838995,0.72710997,0.50963
SWKS,"Skyworks Solutions, Inc.",Irvine,CA,Semiconductors,Technology,9750,9,7,9,105.8,105.34,2.72,0.50090003,1.24,20.033897,16.093796,5346202,2432330,17068352512,3.7616203,100.02725,17059809280,0.18847,159681272,160447008,6278714,0.93803,2.44,0.044499997,39.646,2.6832466,-0.213,855200000,5.31,6.61,1.12,3.76,13.372,0.017017245,106.38,101.53,97,2.8,hold,20,1218300032,7.593,1275800064,1209799936,3.024,5.187,4537500160,19.024,28.413,0.06945,0.14145,1287362560,1746499968,-0.219,-0.093,0.41192,0.28117,0.18059
SJM,The J.M. Smucker Company,Orrville,OH,Packaged Foods,Consumer Defensive,9000,9,3,8,109.7,110.14,4.24,0.5891,0.226,15.245441,9.9908085,2017984,1273980,11543396352,1.4113975,119.6942,20040534016,0.09097,102721700,106195000,3913444,0.82857,3.28,0.0435,72.451,1.5003244,,743800000,7.13,10.88,1.97,2.45,10.652,-0.28364307,108.7,127.71,127.5,2.6,hold,14,62000000,0.584,1881400064,8559099904,0.212,0.523,8178699776,111.245,78.566,0.051420003,0.099300005,595037504,1229400064,,-0.013,0.38127,0.23004,0.19794
SNA,Snap-On Incorporated,Kenosha,WI,Tools & Accessories,Industrials,13200,2,8,4,268.68,268.72,7.44,0.365,0.988,13.98794,13.198912,903611,276819,14062659584,2.7495131,274.77484,14244772864,0.20058,51584046,52718500,2615756,0.91059,8.4,0.0579,97.518,2.7353926,0.06,1025900032,19.07,20.21,3.69,2.785,9.844,-0.03974223,266.75,293.6,282,2.9,hold,5,1120899968,21.262,1447100032,1280700032,2.698,3.815,5114599936,24.804,96.811,0.11481,0.21436001,849737472,1201299968,0.067,0.005,0.514,0.28294,0.27007
SOLV,Solventum Corporation,Saint Paul,MN,Health Information Services,Healthcare,22000,,,,53.8,53.83,0,,,,9.265487,7696882,2525353,9041368064,1.102337,61.497414,16348342272,0.15728,138340314,172710000,4103329,0.22989,2.48,,,,-0.191,1290000000,,5.65,,1.993,7.237,-0.24240232,52.35,65.75,69.5,3.2,hold,4,996000000,5.767,2259000064,8303000064,1.195,1.812,8201999872,215.606,47.49,,0.16545999,,1848000000,-0.193,0.002,0.57644004,0.27542,0.18899
SO,Southern Company (The),Atlanta,GA,Utilities - Regulated Electric,Utilities,27819,3,7,1,78.87,78.98,2.88,0.72540003,0.507,20.326426,18.162037,8477907,4748077,85790515200,3.3750546,70.7715,1.54E+11,0.16691999,1090331715,1093430016,21808821,0.67547995,3.94,0.02,29.193,2.6876304,0.31,4243000064,3.86,4.32,2.69,6.068,12.935,0.09382403,78.46,78.27,78.1,2.3,buy,17,713000000,0.652,11923999744,65464000512,0.407,0.92,25418999808,183.815,23.261,0.03142,0.11745,-2473874944,8019999744,0.304,0.026,0.4811,0.4691,0.27927
LUV,Southwest Airlines Company,Dallas,TX,Airlines,Industrials,74695,8,9,5,28.06,28.11,0.72,1.125,1.144,44.312504,15.5824175,9061700,9679951,16972212224,0.63533026,28.2749,15621225472,0.01471,595368424,598456000,24934013,0.81156,2.33,0.0529,17.037,1.6646123,,393000000,0.64,1.82,1.43,0.585,7.478,-0.16588235,28.36,27.56,26.9,3.1,hold,14,10512000000,17.565,2088999936,9160999936,0.97,1.086,26713999360,89.849,44.841,0.01345,0.03835,-349000000,2353999872,,0.109,0.22812,0.078200005,-0.0621
SWK,"Stanley Black & Decker, Inc.",New Britain,CT,Tools & Accessories,Industrials,50000,9,1,4,84.06,84.05,3.24,3,1.293,,15.390511,1902566,1476661,12978154496,0.8256453,89.356,20838932480,-0.00657,153284767,153879008,5456413,0.92525,2.9,0.0466,57.694,1.4618504,,-74400000,-0.49,5.48,1.33,1.326,15.402,-0.057758927,84.34,93.67,93,3,hold,11,476600000,3.097,1352999936,8337399808,0.32,1.087,15718800384,93.928,104.851,0.020079998,-0.0081,1517687552,1046600000,,-0.016,0.27441,0.08608,0.05347
SBUX,Starbucks Corporation,Seattle,WA,Restaurants,Consumer Cyclical,381000,3,1,1,79.72,80,2.28,0.6061,0.96,22.013775,19.585785,25650612,11931985,90514063360,2.4777942,91.21115,1.13E+11,0.11382,1108131737,1132700032,19471451,0.76077,1.28,0.0172,-7.46,,-0.15,4157700096,3.63,4.08,2.72,3.083,15.823,-0.18650109,79.91,89.49,85,2.6,hold,29,3126599936,2.76,7116299776,25209399296,0.563,0.859,36530098176,,32.048,0.120570004,,2832212480,6537800192,-0.139,-0.018,0.27737,0.19481,0.12039
STT,State Street Corporation,Boston,MA,Asset Management,Financial Services,45871,8,7,5,72.4,72.4,2.76,0.4972,1.496,13.303867,8.227791,2353833,2302825,21762949120,1.8207102,72.49225,-65993060352,0.15544,284569130,301259008,3689337,0.91713,1.45,0.014,72.851,0.99161303,-0.157,1714000000,5.43,8.78,1.3,-5.521,,0.018612504,72.24,87.57,88,2.6,hold,14,1.42E+11,471.638,,51861000192,,,11953000448,,38.242,0.00591,0.07555,,2708000000,-0.099,0.018,,,0.21150999
STLD,"Steel Dynamics, Inc.",Fort Wayne,IN,Steel,Basic Materials,12600,2,7,3,125.68,125.76,1.84,0.1188,1.41,8.773442,12.703666,4316874,1187706,20141305856,1.0830923,121.54765,21461950464,0.12893,146770262,157132992,5365748,0.85820997,4.5,0.0421,57.464,2.2306137,-0.084,2397613056,14.61,10.09,-0.71,1.154,6.111,0.23582721,128.18,134.68,134.5,3.2,hold,10,1692675968,10.772,3512157952,3037942016,1.493,2.87,18596112384,33.577,113.864,0.13108,0.2778,1013231616,3141361920,-0.008,-0.041,0.21351999,0.18887,0.15999
STE,STERIS plc (Ireland),Mentor,OH,Medical Devices,Healthcare,18000,10,4,7,219.31,219.29,2.08,0.36580002,0.852,39.37184,21.63889,832075,568059,21561860096,4.195975,218.67525,24761399296,0.07361,98527157,98853200,2611081,0.98933,4.17,0.0301,63.734,3.422349,,551440000,5.54,10.08,2.39,4.819,18.26,0.02886796,218.12,243.49,244.46,2.2,buy,7,207020000,2.093,1356076032,3383166976,1.305,3.081,5138700800,53.571,52.018,0.05175,0.08922,-194534752,973273984,,0.025,0.43522,0.26389,0.18826
SYK,Stryker Corporation,Portage,MI,Medical Devices,Healthcare,52000,5,5,5,341.35,343.28,3.2,0.3539,0.925,39.069553,25.57015,1837959,1301748,1.31E+11,6.226624,315.06104,1.42E+11,0.16033001,341540523,380950016,4110634,0.78580004,2.57,0.0114,50.327,6.8082743,0.331,3360999936,8.77,13.4,2.57,6.751,26.025,0.15429187,342.64,379.01,379,2.1,buy,26,2407000064,6.318,5438000128,13400000512,0.845,1.71,20963000320,69.894,55.173,0.07226,0.18638,2291875072,3470000128,0.331,0.097,0.63994,0.25941,0.18558
SMCI,"Super Micro Computer, Inc.",San Jose,CA,Computer Hardware,Technology,5126,5,10,10,917.635,900,0,,1.229,50.516743,26.438667,7465581,6227330,53008859136,4.484856,582.28735,52793458688,0.08875,50163034,58556500,3540392,0.59632,0.53,0.0793,86.999,10.405407,3.688,1048990976,17.92,34.24,0.62,4.467,44.469,3.1813393,905.26,1023.42,1029.51,2.2,buy,13,2115475968,36.127,1187188992,1899890048,2.21,4.695,11819523072,37.295,218.523,0.11914,0.30571,-2204555264,-1853496960,3.288,2,0.15966,0.100439996,0.09826
SYF,Synchrony Financial,Stamford,CT,Credit Services,Financial Services,20000,7,3,8,44.93,45.11,1,0.14039999,1.6,6.3710604,7.47395,6079279,4138808,17856661504,2.0603049,37.49915,15190647808,0.33806,397793267,401544000,11896905,1.00323,2.67,0.045500003,35.026,1.2696283,1.151,2888000000,6.98,5.95,0.5,1.753,,0.3649478,44.47,48.67,50,2.4,buy,18,20021000192,49.86,,16133000192,,,8666999808,,20.946,0.02559,0.20579,,8954999808,1.326,0.526,,,0.58614
SNPS,"Synopsys, Inc.",Sunnyvale,CA,Software - Infrastructure,Technology,20300,1,7,4,610.18,613.6,0,,1.074,66.25055,40.101326,1670885,900370,92776890368,14.69831,533.17224,91797635072,0.22602,152100680,153216000,3415398,0.9372,3.89,0.0224,46.69,12.969159,0.07,1421163008,9.14,15.1,2.81,14.543,56.545,0.45137942,605.53,651.61,650,1.7,buy,16,1659699968,10.832,1623436032,644716992,1.206,1.855,6312078848,8.968,41.441,0.08708999,0.2158,-71790248,1274382976,0.064,0.152,0.80391,0.2572,0.22827
SYY,Sysco Corporation,Houston,TX,Food Distribution,Consumer Defensive,72000,5,6,6,72.75,73.02,2.04,0.4878,1.17,17.890244,15.876623,8655336,3063203,36526981120,0.4681979,73.7022,49081671680,0.026619999,496677771,497982016,7476909,0.84748,2.71,0.015,4.211,17.418665,-0.011,2077058048,4.1,4.62,2.34,0.629,12.959,0.013541579,73.35,85.1,86,2.3,buy,13,598321984,1.201,3787415040,13120420864,0.736,1.339,78016110592,614.969,154.822,0.07751,1.1101899,1238274560,2815013120,0.012,0.027,0.18529,0.04855,0.04163
TMUS,"T-Mobile US, Inc.",Bellevue,WA,Telecom Services,Communication Services,67000,7,10,10,176.44,175.19,2.6,0.1769,0.497,24.044897,15.979203,13901206,5053329,2.08E+11,2.6449177,157.2509,3.17E+11,0.11145,569450859,1175120000,23432783,0.40495,5.13,0.045300003,52.728,3.3517294,0.224,8750999552,7.35,11.06,0.76,4.032,10.824,0.31056726,176.73,188.47,188,1.8,buy,29,6707999744,5.724,29251000320,1.16E+11,0.752,0.938,78520000512,187.222,66.738,0.04882,0.13568,9482125312,19591999488,0.266,-0.002,0.63146996,0.37252998,0.21068001
TROW,"T. Rowe Price Group, Inc.",Baltimore,MD,Asset Management,Financial Services,7878,3,9,7,118.19,118.2,4.96,0.5819,1.439,14.047449,13.231285,1670559,1279338,26443186176,3.962654,108.45745,25288974336,0.29087,218206432,223300000,8989094,0.75755996,5.69,0.0466,43.778,2.7050116,0.361,1891299968,8.43,8.95,18.91,3.79,9.941,0.1065222,118.42,116.9,118,3.3,hold,10,2416499968,10.822,2543800064,380200000,1.846,1.846,6673099776,3.565,29.804,0.102749996,0.19165,1759374976,1344700032,0.361,0.138,0.50200003,0.3812,0.33516
TTWO,"Take-Two Interactive Software, ",New York,NY,Electronic Gaming & Multimedia,Communication Services,12371,9,6,7,154.98,155.65,0,,0.841,,21.152407,3197643,1717225,27689134080,5.1759257,150.89265,29874595840,-0.6999,159261584,175004000,7414750,1.00191,5.2,0.048600003,33.184,4.7679605,,-3744199936,-22.01,7.48,0.94,5.584,58.866,0.10250151,158.22,174.52,177.26,1.9,buy,26,776000000,4.528,507500000,3534000128,0.723,0.939,5349600256,62.351,31.45,-0.0209,-0.50905,875875008,-16100000,,-0.032,0.54754,0.09487,-0.04052
TPR,"Tapestry, Inc.",New York,NY,Luxury Goods,Consumer Cyclical,12600,6,4,6,41.31,41.22,1.4,0.35810003,1.626,11.045093,9.212389,5373522,3433233,9567747072,1.4281073,37.60815,11419557888,0.13147001,228870241,229772992,6557295,0.94941,1.59,0.033,12.076,3.4481616,-0.253,880800000,3.77,4.52,0.89,1.705,7.935,-0.027102828,41.64,49.31,50,2,buy,16,7417999872,32.284,1439100032,9269799936,5.796,6.587,6699599872,334.035,29.211,0.07614,0.34963,1007374976,1400000000,-0.231,-0.018,0.72706,0.2148,0.16143
TRGP,"Targa Resources, Inc.",Houston,TX,Oil & Gas Midstream,Energy,3182,6,8,8,126.32,129.68,3,0.4124,2.209,25.793814,16.68,3372550,1546567,27736795136,1.7225469,97.1611,42633134080,0.06981,217900764,221716992,4182077,0.93455005,2.64,0.0218,12.171,10.278531,-0.446,1097100032,4.85,7.5,0.76,2.648,11.278,0.7489165,125.1,128.9,128,1.8,buy,20,109900000,0.496,3780100096,13132600320,0.566,0.701,16102200320,286.888,71.981,0.07615,0.30183,-9187500,2918200064,42.844,0.009,0.32459998,0.23476,0.14015001
TGT,Target Corporation,Minneapolis,MN,Discount Stores,Consumer Defensive,415000,1,5,1,143.38,143.99,4.48,0.491,1.199,16.400675,13.997128,5652005,3874890,67605147648,0.6340697,141.36635,83982082048,0.03874,461253290,462636992,6759571,0.81248003,2.18,0.0146,29.916,4.8846774,-0.008,4129999872,8.91,10.44,0.84,0.788,9.628,0.08646846,146.13,174.95,180,2.2,buy,29,3604000000,7.79,8723000320,19981000704,0.181,0.86,1.07E+11,144.371,230.869,0.06842,0.32462,3164250112,8456999936,-0.01,-0.031,0.27969998,0.08181,0.05401
TEL,TE Connectivity Ltd. New Switze,Schaffhausen,,Electronic Components,Technology,85000,6,4,5,150.5,150.69,2.6,0.2151,1.347,13.85597,18.313253,3174220,1793562,46546657280,2.9402223,137.0332,49714733056,0.21628,305487421,306228000,1902338,0.94025004,0.9,0.007,40.566,3.74698,0.249,3425999872,10.97,8.3,2.83,3.14,13.745,0.13483644,152,165.7,165,2.3,buy,14,1176000000,3.84,3616999936,4232999936,0.784,1.453,15831000064,33.702,50.904,0.07986,0.28928,1984875008,3345999872,0.282,-0.046,0.33295,0.22848,0.18250999
TDY,Teledyne Technologies Incorpora,Thousand Oaks,CA,Scientific & Technical Instruments,Technology,14900,7,10,9,386.54,387.88,0,,1.042,21.005405,18.133457,486437,274804,18428383232,3.2894318,409.49704,20767379456,0.15806,46818327,47422500,622057,0.9337,1.95,0.0171,196.707,1.975527,-0.001,885500032,18.5,21.43,3.3,3.707,15.38,-0.03335738,388.6,464.97,475,2.1,buy,9,912499968,19.242,1350300032,3246299904,1.179,1.814,5602299904,34.782,118.693,0.04464,0.100200005,742724992,924099968,-0.003,-0.024,0.43316,0.24103001,0.17554002
TFX,Teleflex Incorporated,Wayne,PA,Medical Instruments & Supplies,Healthcare,14500,4,9,6,202.08,202.75,1.36,0.2173,1.16,32.492012,13.346457,767181,450925,9580668928,3.1920602,219.2974,11219793920,0.09824,46949479,47102600,865241,0.98165,2.12,0.0292,95.608,2.1274369,-0.801,296016992,6.26,15.24,2.1,3.738,17.836,-0.15083706,203.4,246.92,248,2.5,buy,12,256296000,5.441,629049984,1895428992,1.234,2.511,3001405952,42.091,63.845,0.03306,0.068730004,283591360,537555008,-0.802,0.038,0.557,0.20959,-0.00172
